timestamp,elapsed_s,power_w,cpu_temp_c,p_core_max_mhz,p_core_avg_mhz,e_core_max_mhz,e_core_avg_mhz,gpu_act_mhz,gpu_cur_mhz,gpu_throttle_reasons,th_pl1,th_pl2,th_thermal,th_prochot
1787564033.668109,2715.923,0.0,95,3800,3126.9,2988,1468.8,0,300,none,0,0,0,0
1787564033.9193034,2716.179,0.0,96,3800,2694.4,2967,1308.9,0,300,none,0,0,0,0
1787564034.173951,2716.43,0.0,95,3886,3414.4,2988,1367.5,0,300,none,0,0,0,0
1787564034.4251778,2716.684,0.0,93,3800,2426.5,2569,720.9,0,300,none,0,0,0,0
1787564034.6850579,2716.94,0.0,95,3800,2524.8,3009,1174.1,0,300,none,0,0,0,0
1787564034.9366596,2717.195,0.0,95,4000,2726.4,2859,1263.9,0,300,none,0,0,0,0
1787564035.1887586,2717.447,0.0,96,3811,2888.2,2899,1199.2,0,300,none,0,0,0,0
1787564035.4405334,2717.699,0.0,96,4282,3754.4,3299,2641.0,0,300,none,0,0,0,0
1787564035.69226,2717.951,0.0,96,4200,3427.4,3300,3053.4,0,300,none,0,0,0,0
1787564035.9443002,2718.203,0.0,95,3800,3786.5,3000,2999.4,0,300,none,0,0,0,0
1787564036.195523,2718.455,0.0,91,4336,3967.2,3098,2773.0,0,300,none,0,0,0,0
1787564036.4464996,2718.706,0.0,91,4200,4103.5,3104,3082.1,300,300,none,0,0,0,0
1787564036.6981015,2718.957,0.0,91,4200,4185.4,3118,2877.5,300,300,none,0,0,0,0
1787564036.9497223,2719.209,0.0,93,4200,3045.5,3091,997.8,0,300,none,0,0,0,0
1787564037.2014673,2719.46,0.0,87,4500,1594.0,3303,1914.0,0,300,none,0,0,0,0
1787564037.452723,2719.712,0.0,87,4203,2711.8,3098,1104.5,0,300,none,0,0,0,0
1787564037.7038643,2719.963,0.0,88,4148,1782.8,2270,743.6,0,300,none,0,0,0,0
1787564037.9548903,2720.214,0.0,72,4499,1401.2,1471,818.1,300,300,none,0,0,0,0
1787564038.206184,2720.465,0.0,91,4451,1395.0,2255,808.4,0,1300,none,0,0,0,0
1787564038.4573905,2720.717,0.0,88,4309,2755.6,3300,877.1,0,1300,none,0,0,0,0
1787564038.7083826,2720.968,0.0,93,3801,2141.8,3019,1838.2,850,833,none,0,0,0,0
1787564038.9593766,2721.219,0.0,81,4199,2681.6,3105,3055.0,650,633,none,0,0,0,0
1787564039.2111816,2721.47,0.0,91,4200,2684.1,2746,976.2,0,567,none,0,0,0,0
1787564039.4626176,2721.722,0.0,96,4448,2115.0,3184,1452.5,350,333,none,0,0,0,0
1787564039.7141402,2721.973,0.0,80,4478,1352.9,3299,1282.0,350,317,none,0,0,0,0
1787564039.9655833,2722.225,0.0,93,4388,1754.2,3300,1567.4,0,300,none,0,0,0,0
1787564040.2172177,2722.476,0.0,85,4046,2793.0,2905,1830.2,1300,1300,none,0,0,0,0
1787564040.468894,2722.728,0.0,80,4500,912.5,2716,886.0,1300,1300,none,0,0,0,0
1787564040.7204626,2722.979,0.0,78,4499,912.4,3204,750.5,1300,1300,none,0,0,0,0
1787564040.9720376,2723.231,0.0,77,4431,1950.6,3241,1254.2,1300,1300,none,0,0,0,0
1787564041.222963,2723.482,0.0,76,4455,1194.9,2459,703.4,1300,1300,none,0,0,0,0
1787564041.4739954,2723.733,0.0,79,4500,1182.4,2009,601.1,1300,1300,none,0,0,0,0
1787564041.725144,2723.985,0.0,85,4500,1202.9,1089,520.2,0,1300,none,0,0,0,0
1787564041.976258,2724.236,0.0,94,4500,1432.6,1608,551.0,0,1200,none,0,0,0,0
1787564042.2270827,2724.487,0.0,74,4500,3559.2,3299,1877.4,650,617,none,0,0,0,0
1787564042.4780238,2724.738,0.0,78,4500,1788.2,573,421.6,1300,1300,none,0,0,0,0
1787564042.7291303,2724.989,0.0,70,4312,2217.9,3215,1261.9,1300,1300,none,0,0,0,0
1787564042.9802666,2725.24,0.0,75,4200,1921.8,1231,529.6,1300,1300,none,0,0,0,0
1787564043.231557,2725.491,0.0,81,4500,1335.0,2988,1660.9,1300,1300,none,0,0,0,0
1787564043.4828691,2725.742,0.0,76,4500,1280.9,651,454.6,1300,1300,none,0,0,0,0
1787564043.733986,2725.993,0.0,75,4500,2002.0,1661,557.5,1300,1300,none,0,0,0,0
1787564043.9851983,2726.244,0.0,79,4207,1570.9,2998,736.5,1300,1300,none,0,0,0,0
